id,league,league_id,country,round,season,season_id,home_team_id,away_team_id,link
11937130,Liga Profesional,155,Argentina,2,2024,57478,4937,3204,https://www.sofascore.com/es/football/match/instituto-de-cordoba-club-atletico-union-de-santa-fe/eobsMYb#id:11937130
11937131,Liga Profesional,155,Argentina,2,2024,57478,65668,42338,https://www.sofascore.com/es/football/match/barracas-central-sarmiento/NWqstnB#id:11937131
11937126,Liga Profesional,155,Argentina,2,2024,57478,36837,3209,https://www.sofascore.com/es/football/match/platense-independiente/jobsMLo#id:11937126
11937129,Liga Profesional,155,Argentina,2,2024,57478,3219,7629,https://www.sofascore.com/es/football/match/huracan-banfield/uobsEcd#id:11937129
11937125,Liga Profesional,155,Argentina,2,2024,57478,3210,36833,https://www.sofascore.com/es/football/match/atletico-tucuman-talleres/kobsILo#id:11937125
11937124,Liga Profesional,155,Argentina,2,2024,57478,65676,3202,https://www.sofascore.com/es/football/match/central-cordoba-boca-juniors/cobsBnB#id:11937124
11937134,Liga Profesional,155,Argentina,2,2024,57478,3206,189723,https://www.sofascore.com/es/football/match/deportivo-riestra-estudiantes-de-la-plata/gobsyUAb#id:11937134
11937133,Liga Profesional,155,Argentina,2,2024,57478,3201,3218,https://www.sofascore.com/es/football/match/lanus-san-lorenzo/bobstob#id:11937133
11937136,Liga Profesional,155,Argentina,2,2024,57478,3215,3216,https://www.sofascore.com/es/football/match/argentinos-juniors-racing-club/pobsqob#id:11937136
11937135,Liga Profesional,155,Argentina,2,2024,57478,3217,7628,https://www.sofascore.com/es/football/match/tigre-rosario-central/robsDcd#id:11937135
11937127,Liga Profesional,155,Argentina,2,2024,57478,3208,3212,https://www.sofascore.com/es/football/match/newells-old-boys-velez-sarsfield/iobsmob#id:11937127
11937117,Liga Profesional,155,Argentina,1,2024,57478,42338,4937,https://www.sofascore.com/es/football/match/sarmiento-instituto-de-cordoba/MYbsNWq#id:11937117
11937112,Liga Profesional,155,Argentina,1,2024,57478,3216,3217,https://www.sofascore.com/es/football/match/rosario-central-argentinos-juniors/qobsrob#id:11937112
11937121,Liga Profesional,155,Argentina,1,2024,57478,3212,36837,https://www.sofascore.com/es/football/match/platense-newells-old-boys/mobsMLo#id:11937121
11937119,Liga Profesional,155,Argentina,1,2024,57478,7629,36839,https://www.sofascore.com/es/football/match/defensa-y-justicia-huracan/EcdsOLo#id:11937119
11937116,Liga Profesional,155,Argentina,1,2024,57478,6074,65668,https://www.sofascore.com/es/football/match/barracas-central-godoy-cruz/zwcstnB#id:11937116
11937122,Liga Profesional,155,Argentina,1,2024,57478,3209,3210,https://www.sofascore.com/es/football/match/talleres-independiente/jobskob#id:11937122
11937110,Liga Profesional,155,Argentina,1,2024,57478,3211,65676,https://www.sofascore.com/es/football/match/central-cordoba-river-plate/lobsBnB#id:11937110
11937114,Liga Profesional,155,Argentina,1,2024,57478,189723,3201,https://www.sofascore.com/es/football/match/deportivo-riestra-san-lorenzo/bobsyUAb#id:11937114
11937113,Liga Profesional,155,Argentina,1,2024,57478,7628,3206,https://www.sofascore.com/es/football/match/tigre-estudiantes-de-la-plata/gobsDcd#id:11937113
11937111,Liga Profesional,155,Argentina,1,2024,57478,3203,3215,https://www.sofascore.com/es/football/match/racing-club-belgrano/dobspob#id:11937111
11937115,Liga Profesional,155,Argentina,1,2024,57478,3218,36842,https://www.sofascore.com/es/football/match/independiente-rivadavia-lanus/tobsRLo#id:11937115
11937123,Liga Profesional,155,Argentina,1,2024,57478,36833,3202,https://www.sofascore.com/es/football/match/atletico-tucuman-boca-juniors/cobsILo#id:11937123
11937120,Liga Profesional,155,Argentina,1,2024,57478,3205,3208,https://www.sofascore.com/es/football/match/velez-sarsfield-gimnasia-y-esgrima/fobsiob#id:11937120
11937118,Liga Profesional,155,Argentina,1,2024,57478,3204,3219,https://www.sofascore.com/es/football/match/banfield-club-atletico-union-de-santa-fe/eobsuob#id:11937118
