team,stat,value,class,table,target,league,country,season
Gimnasia–LP,TP,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,TP,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Huracán,TP,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente,TP,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,TP,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Instituto,TP,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Lanús,TP,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,TP,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Platense,TP,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Racing Club,TP,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
River Plate,TP,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,TP,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,TP,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,TP,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Talleres,TP,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Tigre,TP,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Unión,TP,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,TP,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,TPint,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Banfield,TPint,4.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,TPint,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Belgrano,TPint,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,TPint,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,TPint,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Huracán,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Instituto,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Lanús,TPint,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Platense,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Racing Club,TPint,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
River Plate,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Talleres,TPint,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Tigre,TPint,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Unión,TPint,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,TPint,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,TA,26.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,TA,22.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Banfield,TA,37.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,TA,21.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Belgrano,TA,29.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,TA,38.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,TA,29.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,TA,39.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,TA,31.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,TA,29.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,TA,30.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,TA,25.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Huracán,TA,27.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente,TA,52.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,TA,28.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Instituto,TA,25.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Lanús,TA,29.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,TA,34.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Platense,TA,31.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Racing Club,TA,34.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
River Plate,TA,29.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,TA,32.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,TA,22.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,TA,30.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Talleres,TA,29.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Tigre,TA,20.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Unión,TA,32.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,TA,28.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,TR,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,TR,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Banfield,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,TR,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Belgrano,TR,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,TR,4.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,TR,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,TR,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,TR,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,TR,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,TR,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Huracán,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente,TR,5.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Instituto,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Lanús,TR,5.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Platense,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Racing Club,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
River Plate,TR,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,TR,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,TR,0.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,TR,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Talleres,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Tigre,TR,1.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Unión,TR,3.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,TR,2.0,Rendimiento,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,xG,9.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,xG,15.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Banfield,xG,13.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,xG,8.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Belgrano,xG,12.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,xG,13.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,xG,11.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,xG,12.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,xG,14.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,xG,13.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,xG,14.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,xG,14.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Huracán,xG,12.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente,xG,7.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,xG,9.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Instituto,xG,11.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Lanús,xG,12.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,xG,11.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Platense,xG,11.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Racing Club,xG,16.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
River Plate,xG,17.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,xG,11.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,xG,10.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,xG,10.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Talleres,xG,12.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Tigre,xG,11.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Unión,xG,14.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,xG,15.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,npxG,9.0,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,npxG,13.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Banfield,npxG,10.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,npxG,8.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Belgrano,npxG,12.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,npxG,12.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,npxG,8.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,npxG,12.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,npxG,13.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,npxG,11.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,npxG,13.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,npxG,12.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Huracán,npxG,10.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente,npxG,6.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,npxG,8.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Instituto,npxG,10.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Lanús,npxG,12.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,npxG,10.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Platense,npxG,11.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Racing Club,npxG,14.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
River Plate,npxG,16.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,npxG,10.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,npxG,9.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,npxG,9.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Talleres,npxG,12.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Tigre,npxG,10.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Unión,npxG,12.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,npxG,13.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,xAG,6.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,xAG,10.0,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Banfield,xAG,7.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,xAG,6.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Belgrano,xAG,9.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,xAG,8.0,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,xAG,6.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,xAG,8.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,xAG,8.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,xAG,9.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,xAG,10.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,xAG,10.0,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Huracán,xAG,7.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente,xAG,4.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,xAG,7.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Instituto,xAG,8.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Lanús,xAG,8.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,xAG,7.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Platense,xAG,8.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Racing Club,xAG,12.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
River Plate,xAG,12.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,xAG,8.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,xAG,6.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,xAG,6.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Talleres,xAG,8.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Tigre,xAG,9.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Unión,xAG,10.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,xAG,11.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,npxG+xAG,15.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,npxG+xAG,23.2,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Banfield,npxG+xAG,17.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,npxG+xAG,14.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Belgrano,npxG+xAG,21.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,npxG+xAG,20.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,npxG+xAG,15.0,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,npxG+xAG,21.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,npxG+xAG,21.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,npxG+xAG,20.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,npxG+xAG,24.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,npxG+xAG,23.0,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Huracán,npxG+xAG,18.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente,npxG+xAG,11.8,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,npxG+xAG,15.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Instituto,npxG+xAG,19.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Lanús,npxG+xAG,21.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,npxG+xAG,17.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Platense,npxG+xAG,19.6,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Racing Club,npxG+xAG,26.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
River Plate,npxG+xAG,28.5,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,npxG+xAG,19.3,Expectativa,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,npxG+xAG,15.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,npxG+xAG,16.4,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Talleres,npxG+xAG,21.0,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Tigre,npxG+xAG,20.1,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Unión,npxG+xAG,22.9,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,npxG+xAG,24.7,Expectativa,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,PrgC,183.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,PrgC,114.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Banfield,PrgC,153.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,PrgC,148.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Belgrano,PrgC,162.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,PrgC,160.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PrgC,190.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,PrgC,156.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,PrgC,90.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,PrgC,180.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,PrgC,188.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,PrgC,138.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Huracán,PrgC,138.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Independiente,PrgC,115.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,PrgC,156.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Instituto,PrgC,111.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Lanús,PrgC,146.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Newell's OB,PrgC,160.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Platense,PrgC,123.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Racing Club,PrgC,189.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
River Plate,PrgC,220.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Rosario Central,PrgC,144.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
San Lorenzo,PrgC,151.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Sarmiento,PrgC,90.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Talleres,PrgC,168.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Tigre,PrgC,217.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Unión,PrgC,130.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Vélez Sarsfield,PrgC,211.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Arg Juniors,PrgP,554.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Atlé Tucumán,PrgP,402.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Banfield,PrgP,358.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Barracas Central,PrgP,340.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Belgrano,PrgP,396.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Boca Juniors,PrgP,444.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PrgP,499.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Defensa y Just,PrgP,419.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Deportivo Riestra,PrgP,328.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Estudiantes,PrgP,553.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Gimnasia–LP,PrgP,522.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Godoy Cruz,PrgP,361.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Huracán,PrgP,370.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Independiente,PrgP,369.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Independiente Rivadavia,PrgP,338.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Instituto,PrgP,349.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
Lanús,PrgP,358.0,Progresión,Standard,For,Liga Profesional,Argentina,2024
