team,stat,value,class,target,table,league,country,season
vs. Barracas Central,Bloqueos,162.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Belgrano,Bloqueos,122.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Boca Juniors,Bloqueos,127.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Bloqueos,155.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Defensa y Just,Bloqueos,139.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Bloqueos,116.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Estudiantes,Bloqueos,142.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Bloqueos,110.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Bloqueos,122.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Huracán,Bloqueos,118.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente,Bloqueos,144.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Bloqueos,138.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Instituto,Bloqueos,112.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Lanús,Bloqueos,115.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Newell's OB,Bloqueos,127.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Platense,Bloqueos,122.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Racing Club,Bloqueos,132.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. River Plate,Bloqueos,143.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Rosario Central,Bloqueos,113.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. San Lorenzo,Bloqueos,130.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Sarmiento,Bloqueos,114.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Talleres,Bloqueos,109.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Tigre,Bloqueos,118.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Unión,Bloqueos,129.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Bloqueos,148.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Arg Juniors,Dis,43.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Dis,36.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Banfield,Dis,20.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Barracas Central,Dis,30.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Belgrano,Dis,29.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Boca Juniors,Dis,34.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Dis,34.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Defensa y Just,Dis,39.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Dis,32.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Estudiantes,Dis,39.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Dis,22.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Dis,34.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Huracán,Dis,25.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente,Dis,30.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Dis,33.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Instituto,Dis,30.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Lanús,Dis,23.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Newell's OB,Dis,27.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Platense,Dis,31.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Racing Club,Dis,39.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. River Plate,Dis,35.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Rosario Central,Dis,20.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. San Lorenzo,Dis,36.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Sarmiento,Dis,24.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Talleres,Dis,37.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Tigre,Dis,23.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Unión,Dis,34.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Dis,33.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Arg Juniors,Pases,99.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Pases,110.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Banfield,Pases,80.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Barracas Central,Pases,132.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Belgrano,Pases,93.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Boca Juniors,Pases,93.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Pases,121.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Defensa y Just,Pases,100.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Pases,84.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Estudiantes,Pases,103.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Pases,88.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Pases,88.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Huracán,Pases,93.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente,Pases,114.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Pases,105.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Instituto,Pases,82.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Lanús,Pases,92.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Newell's OB,Pases,100.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Platense,Pases,91.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Racing Club,Pases,93.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. River Plate,Pases,108.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Rosario Central,Pases,93.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. San Lorenzo,Pases,94.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Sarmiento,Pases,90.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Talleres,Pases,72.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Tigre,Pases,95.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Unión,Pases,95.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Pases,115.0,Bloqueos,Against,Defense,Liga Profesional,Argentina,2024
vs. Arg Juniors,Int,123.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Int,107.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Banfield,Int,107.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Barracas Central,Int,107.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Belgrano,Int,106.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Boca Juniors,Int,89.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Int,115.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Defensa y Just,Int,82.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Int,98.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Estudiantes,Int,110.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Int,97.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Int,94.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Huracán,Int,83.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente,Int,108.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Int,89.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Instituto,Int,110.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Lanús,Int,106.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Newell's OB,Int,104.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Platense,Int,78.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Racing Club,Int,103.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. River Plate,Int,114.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Rosario Central,Int,114.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. San Lorenzo,Int,111.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Sarmiento,Int,76.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Talleres,Int,130.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Tigre,Int,93.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Unión,Int,93.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Int,103.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Arg Juniors,Tkl+Int,383.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Tkl+Int,295.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Banfield,Tkl+Int,311.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Barracas Central,Tkl+Int,414.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Belgrano,Tkl+Int,320.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Boca Juniors,Tkl+Int,268.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Tkl+Int,373.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Defensa y Just,Tkl+Int,287.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Tkl+Int,297.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Estudiantes,Tkl+Int,301.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Tkl+Int,300.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Tkl+Int,265.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Huracán,Tkl+Int,281.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente,Tkl+Int,340.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Tkl+Int,287.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Instituto,Tkl+Int,284.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Lanús,Tkl+Int,320.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Newell's OB,Tkl+Int,296.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Platense,Tkl+Int,261.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Racing Club,Tkl+Int,273.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. River Plate,Tkl+Int,360.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Rosario Central,Tkl+Int,329.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. San Lorenzo,Tkl+Int,316.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Sarmiento,Tkl+Int,247.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Talleres,Tkl+Int,350.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Tigre,Tkl+Int,343.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Unión,Tkl+Int,297.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Tkl+Int,315.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Arg Juniors,Desp.,389.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Desp.,230.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Banfield,Desp.,246.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Barracas Central,Desp.,200.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Belgrano,Desp.,249.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Boca Juniors,Desp.,242.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Desp.,214.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Defensa y Just,Desp.,232.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Desp.,264.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Estudiantes,Desp.,310.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Desp.,297.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Desp.,236.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Huracán,Desp.,225.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente,Desp.,254.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Desp.,217.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Instituto,Desp.,259.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Lanús,Desp.,209.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Newell's OB,Desp.,273.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Platense,Desp.,353.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Racing Club,Desp.,281.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. River Plate,Desp.,317.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Rosario Central,Desp.,205.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. San Lorenzo,Desp.,308.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Sarmiento,Desp.,233.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Talleres,Desp.,220.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Tigre,Desp.,208.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Unión,Desp.,281.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Desp.,206.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Arg Juniors,Err,2.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,Err,3.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Banfield,Err,0.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Barracas Central,Err,1.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Belgrano,Err,2.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Boca Juniors,Err,4.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,Err,1.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Defensa y Just,Err,4.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,Err,3.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Estudiantes,Err,3.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,Err,3.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Godoy Cruz,Err,2.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Huracán,Err,2.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente,Err,0.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,Err,6.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Instituto,Err,4.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Lanús,Err,7.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Newell's OB,Err,0.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Platense,Err,3.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Racing Club,Err,1.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. River Plate,Err,2.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Rosario Central,Err,3.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. San Lorenzo,Err,1.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Sarmiento,Err,1.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Talleres,Err,2.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Tigre,Err,0.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Unión,Err,5.0,,Against,Defense,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,Err,1.0,,Against,Defense,Liga Profesional,Argentina,2024
Arg Juniors,PL,28.0,,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,PL,25.0,,For,Possession,Liga Profesional,Argentina,2024
Banfield,PL,32.0,,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,PL,27.0,,For,Possession,Liga Profesional,Argentina,2024
Belgrano,PL,33.0,,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,PL,36.0,,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PL,37.0,,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,PL,32.0,,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,PL,29.0,,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,PL,31.0,,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,PL,34.0,,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,PL,31.0,,For,Possession,Liga Profesional,Argentina,2024
Huracán,PL,27.0,,For,Possession,Liga Profesional,Argentina,2024
Independiente,PL,30.0,,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,PL,34.0,,For,Possession,Liga Profesional,Argentina,2024
Instituto,PL,22.0,,For,Possession,Liga Profesional,Argentina,2024
Lanús,PL,30.0,,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,PL,36.0,,For,Possession,Liga Profesional,Argentina,2024
Platense,PL,31.0,,For,Possession,Liga Profesional,Argentina,2024
Racing Club,PL,29.0,,For,Possession,Liga Profesional,Argentina,2024
River Plate,PL,34.0,,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,PL,30.0,,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,PL,34.0,,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,PL,35.0,,For,Possession,Liga Profesional,Argentina,2024
Talleres,PL,31.0,,For,Possession,Liga Profesional,Argentina,2024
Tigre,PL,31.0,,For,Possession,Liga Profesional,Argentina,2024
Unión,PL,25.0,,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,PL,29.0,,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Pos.,60.8,,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Pos.,46.2,,For,Possession,Liga Profesional,Argentina,2024
Banfield,Pos.,46.7,,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Pos.,51.3,,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Pos.,51.5,,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Pos.,56.5,,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Pos.,58.5,,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Pos.,53.8,,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Pos.,33.1,,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Pos.,60.0,,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Pos.,49.0,,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Pos.,48.7,,For,Possession,Liga Profesional,Argentina,2024
Huracán,Pos.,47.5,,For,Possession,Liga Profesional,Argentina,2024
Independiente,Pos.,49.7,,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Pos.,41.3,,For,Possession,Liga Profesional,Argentina,2024
Instituto,Pos.,45.5,,For,Possession,Liga Profesional,Argentina,2024
Lanús,Pos.,42.2,,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Pos.,51.5,,For,Possession,Liga Profesional,Argentina,2024
Platense,Pos.,42.1,,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Pos.,53.9,,For,Possession,Liga Profesional,Argentina,2024
River Plate,Pos.,67.5,,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Pos.,51.2,,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Pos.,59.1,,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,Pos.,30.6,,For,Possession,Liga Profesional,Argentina,2024
Talleres,Pos.,52.5,,For,Possession,Liga Profesional,Argentina,2024
Tigre,Pos.,52.5,,For,Possession,Liga Profesional,Argentina,2024
Unión,Pos.,46.5,,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Pos.,51.1,,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Banfield,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Belgrano,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,90 s,10.0,,For,Possession,Liga Profesional,Argentina,2024
Huracán,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Independiente,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Instituto,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Lanús,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Platense,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Racing Club,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
River Plate,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,90 s,10.0,,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Talleres,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Tigre,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Unión,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,90 s,11.0,,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Toques,7122.0,,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Toques,5726.0,,For,Possession,Liga Profesional,Argentina,2024
Banfield,Toques,5286.0,,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Toques,6294.0,,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Toques,6149.0,,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Toques,6598.0,,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Toques,6850.0,,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Toques,6339.0,,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Toques,4585.0,,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Toques,7221.0,,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Toques,5962.0,,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Toques,5204.0,,For,Possession,Liga Profesional,Argentina,2024
Huracán,Toques,5944.0,,For,Possession,Liga Profesional,Argentina,2024
Independiente,Toques,5480.0,,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Toques,4827.0,,For,Possession,Liga Profesional,Argentina,2024
Instituto,Toques,5307.0,,For,Possession,Liga Profesional,Argentina,2024
Lanús,Toques,5338.0,,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Toques,5639.0,,For,Possession,Liga Profesional,Argentina,2024
Platense,Toques,5055.0,,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Toques,6262.0,,For,Possession,Liga Profesional,Argentina,2024
River Plate,Toques,8352.0,,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Toques,6124.0,,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Toques,6016.0,,For,Possession,Liga Profesional,Argentina,2024
Sarmiento,Toques,4276.0,,For,Possession,Liga Profesional,Argentina,2024
Talleres,Toques,6429.0,,For,Possession,Liga Profesional,Argentina,2024
Tigre,Toques,6702.0,,For,Possession,Liga Profesional,Argentina,2024
Unión,Toques,5512.0,,For,Possession,Liga Profesional,Argentina,2024
Vélez Sarsfield,Toques,6054.0,,For,Possession,Liga Profesional,Argentina,2024
Arg Juniors,Def. pen.,525.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Atlé Tucumán,Def. pen.,556.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Banfield,Def. pen.,593.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Barracas Central,Def. pen.,817.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Belgrano,Def. pen.,692.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Boca Juniors,Def. pen.,654.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Def. pen.,589.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Defensa y Just,Def. pen.,741.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Deportivo Riestra,Def. pen.,670.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Estudiantes,Def. pen.,578.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Gimnasia–LP,Def. pen.,597.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Godoy Cruz,Def. pen.,578.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Huracán,Def. pen.,584.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente,Def. pen.,578.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Independiente Rivadavia,Def. pen.,553.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Instituto,Def. pen.,542.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Lanús,Def. pen.,672.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Newell's OB,Def. pen.,578.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Platense,Def. pen.,422.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Racing Club,Def. pen.,583.0,Toques,For,Possession,Liga Profesional,Argentina,2024
River Plate,Def. pen.,537.0,Toques,For,Possession,Liga Profesional,Argentina,2024
Rosario Central,Def. pen.,554.0,Toques,For,Possession,Liga Profesional,Argentina,2024
San Lorenzo,Def. pen.,475.0,Toques,For,Possession,Liga Profesional,Argentina,2024
